h5.lex.lenovo.com.cn          		60.205.236.78
data.lenovo.com.cn            		223.202.62.234
public.lenovo.com.cn          		61.147.84.44
item.lenovo.com.cn            	item.lenovo.com.cn.wswebcdn.com.	157.185.145.134
edu.lenovo.com.cn             		43.255.224.219
www.lenovo.com.cn             	www.lenovo.com.cn.lxdns.com., lenovostore.attack.oursec1.com.	220.242.15.24
tst-crmcn.lenovo.com.cn
lbs.lenovo.com.cn             		39.96.9.231
smartdl.lenovo.com.cn         	smartdl.lenovo.com.cn.qiniudns.com., lenovtiny.china.line.qiniudns.com., chinacdnweb.channel.qiniu.com.w.alikunlun.com.	222.186.149.223, 222.186.149.222
b2b.lenovo.com.cn             	b2b.lenovo.com.cn.w.alikunlun.com.	47.246.23.229, 47.246.23.234, 47.246.23.233, 47.246.23.227, 47.246.23.230, 47.246.23.231, 47.246.23.228, 47.246.23.232
ips.lenovo.com.cn             	serviceshop.f5.lenovo.com.cn.	124.127.169.214
log.lenovo.com.cn             		114.247.140.190, 124.127.169.190
pub.lenovo.com.cn
robotbd.lenovo.com.cn         	robotbd.f5.lenovo.com.cn.	124.127.169.224
mystatic.lenovo.com.cn        	mystatic.lenovo.com.cn.qiniudns.com., lenovtiny.china.line.qiniudns.com., chinacdnweb.channel.qiniu.com.w.alikunlun.com.	222.186.149.223, 222.186.149.222
nba.lenovo.com.cn
go.lenovo.com.cn              	pcsdgslb1.lenovo.com.cn.	60.205.234.210
ldc.lenovo.com.cn             		60.205.234.210
vipcenter.lenovo.com.cn
consumerdl.lenovo.com.cn
smarttv.f5.lenovo.com.cn
img0.cdn.clubjs.lenovo.com.cn 	img0.cdn.clubjs.lenovo.com.cn.cdn20.com.	157.185.169.206
mitem.lenovo.com.cn           	mitem.lenovo.com.cn.wswebcdn.com.	157.185.145.134
spm.lenovo.com.cn
pcsdshop.lenovo.com.cn        		60.205.234.210
scanadmin.lenovo.com.cn       	scanadmin.f5.lenovo.com.cn.	124.127.169.195
kas.lenovo.com.cn             	serviceshop.f5.lenovo.com.cn.	124.127.169.214
news.lenovo.com.cn            	news.lenovo.com.cn.wswebcdn.com., lenovostore.attack.oursec1.com.	220.242.15.24
support5.lenovo.com.cn        	support.f5.lenovo.com.cn.	124.127.169.212
lcse.lenovo.com.cn            	lcse.f5.lenovo.com.cn.	124.127.169.205
chatapp.lenovo.com.cn         	chatapp.f5.lenovo.com.cn.	124.127.169.171
search.lcf5.lenovo.com.cn
shop.lenovo.com.cn            	shop.lenovo.com.cn.wscdns.com., lenovostore.attack.oursec1.com.	220.242.15.24
dsp.lenovo.com.cn             		182.92.244.228
tsonline.lenovo.com.cn        	tsonline.f5.lenovo.com.cn.	124.127.169.226
appserver.lcf5.lenovo.com.cn
jyhshop.lenovo.com.cn         		118.145.19.132
tms.lenovo.com.cn             	shop.f5.lenovo.com.cn.	124.127.169.137
motolive.club.lenovo.com.cn
its.lenovo.com.cn             	support.f5.lenovo.com.cn.	124.127.169.212
lenovobbs.lenovo.com.cn
product.lenovo.com.cn
recruitment.lenovo.com.cn
tv.lenovo.com.cn              		47.95.170.121
ssm-static.gcc.lenovo.com.cn  	ssm-static.gcc.lenovo.com.cn.w.kunlungr.com.	58.218.208.15
support.lcf5.lenovo.com.cn
op.lenovo.com.cn              	pcsdgslb1.lenovo.com.cn.	60.205.234.210
p.lenovo.com.cn               	shop.f5.lenovo.com.cn.	124.127.169.137
education.lenovo.com.cn       		60.205.234.210
zhongce.lenovo.com.cn         	pcsdgslb1.lenovo.com.cn.	60.205.234.210
pccss1.clubstatic.lenovo.com.cn	pccss1.clubstatic.lenovo.com.cn.wswebcdn.com.	157.185.145.162
i.17.lenovo.com.cn            	17jf.f5.lenovo.com.cn.	106.38.19.26
sentry.lenovo.com.cn          		43.255.224.224
365.lenovo.com.cn             	365.f5.lenovo.com.cn.	124.127.169.23
rell3project.lenovo.com.cn    		43.255.224.42
ns2.lenovo.com.cn             		202.96.27.95
io.lenovo.com.cn              		114.113.233.214
techworld.lenovo.com.cn       	clubminisite.chinacloudapp.cn.	139.217.10.9
game.lenovo.com.cn            		47.95.65.78
servicesurvey.lenovo.com.cn   	hdapi.f5.lenovo.com.cn.	219.141.216.4
chat.lenovo.com.cn            	chat.f5.lenovo.com.cn.	124.127.169.169
lm.lenovo.com.cn              	shop.f5.lenovo.com.cn.	124.127.169.137
app.lenovo.com.cn             	app-lenovo-cn.lenovomm.com.	223.202.25.165
pscm.lenovo.com.cn            	pscm.f5.lenovo.com.cn.	124.127.169.217
techworld2017.lenovo.com.cn
y.lenovo.com.cn               		123.150.177.28
jiazhipc.lenovo.com.cn        		39.105.219.72
dbx.asp.lenovo.com.cn         		47.110.21.12
udspdata.lenovo.com.cn        		39.107.149.164
appserver.lenovo.com.cn       	appserver.lenovo.com.cn.wscdns.com., lenovostore.attack.oursec1.com.	220.242.15.24
thinkstation.lenovo.com.cn
doer.lenovo.com.cn            		121.197.11.34
skynet.lenovo.com.cn          		124.127.169.174, 114.247.140.174
e-learning.lenovo.com.cn      		101.251.193.107
apprc.lenovo.com.cn
17ask.lenovo.com.cn
btr.lenovo.com.cn             	btr.f5.lenovo.com.cn.	124.127.169.86
clubstatic.lenovo.com.cn
img1cdn.clubstatic.lenovo.com.cn	img1cdn.clubstatic.lenovo.com.cn.wswebcdn.com.	157.185.145.162
pcsdpaytest.lenovo.com.cn     		223.202.212.29
pic.shop.lenovo.com.cn        	pic.shop.lenovo.com.cn.wscdns.com.	157.185.169.206
sctrack.guanjia.lenovo.com.cn
gw.lenovo.com.cn              	gw.f5.lenovo.com.cn.	106.38.19.22
gcc.lenovo.com.cn             		47.95.72.195
pcdev.lenovo.com.cn           		39.97.20.182
fans.lenovo.com.cn            	club.lenovo.com.cn., club.chinacloudapp.cn.	139.217.21.181
sdi.lenovo.com.cn             	sdi.f5.lenovo.com.cn.	124.127.169.237
reg.lenovo.com.cn             	reg.lenovo.com.cn.wswebcdn.com., lenovostore.attack.oursec1.com.	220.242.15.24
vgs.lenovo.com.cn             		47.95.65.78
thinkbbs.lenovo.com.cn        	bbs.thinkworldshop.com.cn., club.lenovo.com.cn., club.chinacloudapp.cn.	139.217.21.181
services.lenovo.com.cn
srv.shop.lenovo.com.cn        	lvs.lenovo.com.cn.	43.255.225.247
srv.shop.17.lenovo.com.cn     	lvs.lenovo.com.cn.	43.255.225.247
push.lex.lenovo.com.cn        		60.205.236.78
horizon.lenovo.com.cn         	horizon.lenovo.com.cn.xgslb.net.	202.85.217.66
testlua.lex.lenovo.com.cn     		59.110.91.6
js.cart.lenovo.com.cn         	lvs.lenovo.com.cn.	43.255.225.247
admin.lenovo.com.cn           	admin.lenovo.com.cn.cdn20.com.	157.185.169.203
file.tele.lenovo.com.cn       		146.196.124.29
idealife.lenovo.com.cn
js2.cdn.clubjs.lenovo.com.cn  	js2.cdn.clubjs.lenovo.com.cn.cdn20.com.	157.185.169.206
cloud.lenovo.com.cn           		114.113.233.222
ytb2b.lenovo.com.cn
ebpcn.lenovo.com.cn           	ebpcn.gtm.lenovo.com.	103.30.232.135
club.click.lenovo.com.cn
clubimg.lenovo.com.cn         	clubimg.lenovo.com.cn.wswebcdn.com.	157.185.169.206
thinkplus.lenovo.com.cn       		115.29.212.222
www.lenovo.com.cnsupport1.lenovo.com.cnthink.lenovo.com.cnsupport.lenovo.com.cnclub.lenovo.com.cnnewsupport.lenovo.com.cnserviceshop.lenovo.com.cn
mia.lenovo.com.cn             		121.199.72.218
my.lenovo.com.cn              	pcsdgslb2.lenovo.com.cn.	59.110.148.212
storefront.lenovo.com.cn      	storefront.f5.lenovo.com.cn.	219.141.216.36
cskb.lenovo.com.cn
click.lenovo.com.cn           	cidaclick01.chinacloudapp.cn.	42.159.123.65
raise.lenovo.com.cn           	raise.lenovo.com.cn.wswebcdn.com., lenovostore.attack.oursec1.com.	220.242.15.24
mus.lenovo.com.cn             		54.215.241.186
club.la.lenovo.com.cn
pre-crmcn.lenovo.com.cn       		146.196.124.110
api.scrm.lenovo.com.cn        		59.110.126.82
natapps.lenovo.com.cn         		60.205.234.210
ideaclub.lenovo.com.cn        	club.lenovo.com.cn., club.chinacloudapp.cn.	139.217.21.181
report.lenovo.com.cn          		123.57.227.207
prccn.lenovo.com.cn           	prccn.f5.lenovo.com.cn.	219.141.216.43
wen.lenovo.com.cn             	ask.f5.lenovo.com.cn.	124.127.169.183
idesign.lenovo.com.cn         		203.80.153.17
mactivity.lenovo.com.cn       	mactivity.lenovo.com.cn.wswebcdn.com.	157.185.145.134
dl.lenovo.com.cn              	dl.lenovo.com.cn.fastcdn.com., nxnop061.flxdns.com.	183.146.208.50, 183.146.208.51
mlegou.lenovo.com.cn          		60.205.234.210
rental.lenovo.com.cn          	rental.lenovo.com.cn.w.kunlunar.com.	122.228.95.186
ag.lenovo.com.cn
ip.lenovo.com.cn              		39.107.222.167
www.lenovo.com.cnsupport1.lenovo.com.cnthink.lenovo.com.cnsupport.lenovo.com.cnclub.lenovo.com.cnnewsupport.lenovo.com.cn
ldc-fast.lenovo.com.cn        	ldc-fast.lenovo.com.cn.qiniudns.com., lenovtiny.china.line.qiniudns.com., chinacdnweb.channel.qiniu.com.w.alikunlun.com.	222.186.149.223, 222.186.149.222
iknow.f5.lenovo.com.cn        		124.127.169.175
shop.click.lenovo.com.cn      		139.219.13.124
care.lenovo.com.cn            	support.f5.lenovo.com.cn.	124.127.169.212
e.b2b.lenovo.com.cn           		59.110.146.43
thinkss.lenovo.com.cn
svchome.lenovo.com.cn         	svchome.f5.lenovo.com.cn.	124.127.169.205
pcs1.clubstatic.lenovo.com.cn 	pcs1.clubstatic.lenovo.com.cn.wswebcdn.com.	157.185.145.162
edrivers.lenovo.com.cn
alpha.lenovo.com.cn
pcsdpay.lenovo.com.cn         		60.205.234.210
saas.lenovo.com.cn            		101.201.169.180
z.lenovo.com.cn               	lvs.lenovo.com.cn.	43.255.225.247
isee.lenovo.com.cn
bbs.lenovo.com.cn             	club.chinacloudapp.cn.	139.217.21.181
b2badmin.lenovo.com.cn        		59.110.146.43
eas.lenovo.com.cn             	eas.f5.lenovo.com.cn.	124.127.169.172
robotcdn.lenovo.com.cn        	idv1cs4.qiniudns.com., chinacdnweb.qiniu.com.w.kunlunno.com.	117.91.177.225, 27.159.71.249, 218.67.61.32, 117.91.177.226, 27.159.71.250, 61.131.39.60, 117.91.177.227, 27.159.71.242, 218.67.61.67, 117.91.177.228, 27.159.71.243, 218.67.61.68, 117.91.177.229, 27.159.71.244, 218.67.61.95
crmcn.lenovo.com.cn
17.lenovo.com.cn              	17jf.f5.lenovo.com.cn.	106.38.19.26
appdl.lenovo.com.cn           	appdl.lenovo.com.cn.qiniudns.com., chinacdnweb.channel.qiniu.com.w.alikunlun.com.	222.186.149.223, 222.186.149.222
ssmapi.gcc.lenovo.com.cn      		47.95.72.195
thinkserver.lenovo.com.cn
pccarertest.lenovo.com.cn
visit.lenovo.com.cn
kab.lenovo.com.cn
sdi.f5.lenovo.com.cn          		124.127.169.237
i.lenovo.com.cn               	i.lenovo.com.cn.wscdns.com., lenovostore.attack.oursec1.com.	220.242.15.24
okr.lenovo.com.cn             	pcsdgslb1.lenovo.com.cn.	60.205.234.210
liveupdate5.lenovo.com.cn     	liveupdate5.f5.lenovo.com.cn.	106.38.19.2
multimedia.lenovo.com.cn
cart.lenovo.com.cn            	cart.lenovo.com.cn.wscdns.com.	157.185.177.129
funweb.vgs.lenovo.com.cn      		47.95.178.31
spm3.lenovo.com.cn
support4.lenovo.com.cn
pcsdgslb1.lenovo.com.cn       		60.205.234.210
v2s.club.lenovo.com.cn
ezg.lenovo.com.cn             		60.205.82.22
server.lenovo.com.cn          	support.f5.lenovo.com.cn.	124.127.169.212
hao123.lenovo.com.cn          		123.57.227.207
printerclub.lenovo.com.cn
am.lenovo.com.cn              		182.92.244.228
vod.lenovo.com.cn             		43.255.224.36
smartlenovo.lenovo.com.cn     		47.95.69.85
servicekbuat.lenovo.com.cn    		146.196.124.59
everysync.lenovo.com.cn
asp.lenovo.com.cn             	asw.f5.lenovo.com.cn.	124.127.169.9
open.lenovo.com.cn            	open.lenovo.com.cn.wscdns.com., lenovostore.attack.oursec1.com.	220.242.15.24
ec3.lenovo.com.cn             		42.121.254.38
xiaoxin-con.club.lenovo.com.cn
schome.lenovo.com.cn
asw.f5.lenovo.com.cn          		124.127.169.9
solutions.lenovo.com.cn       	solutions.ysc.hk.	192.168.0.1
dpp.lenovo.com.cn             		124.127.169.52, 114.247.140.52
faq.lenovo.com.cn
pcjs1.clubstatic.lenovo.com.cn	pcjs1.clubstatic.lenovo.com.cn.wswebcdn.com.	157.185.145.162
pai.club.lenovo.com.cn
home.lenovo.com.cn            		123.57.227.207, 123.57.205.155
lt.lenovo.com.cn              		60.205.234.210
chat-gateway.club.lenovo.com.cn	clubsocket.chinacloudapp.cn.	139.219.111.11
guest.lenovo.com.cn           	guest.lenovo.com.cn.wscdns.com.	157.185.169.206
robot.lenovo.com.cn           	robot.f5.lenovo.com.cn.	124.127.169.225
img2.cdn.clubjs.lenovo.com.cn 	img2.cdn.clubjs.lenovo.com.cn.cdn20.com.	157.185.169.206
tool.lenovo.com.cn            		123.57.205.155, 123.57.227.207
17shop.lenovo.com.cn          	17.f5.lenovo.com.cn.	124.127.169.91
support2.lenovo.com.cn
serviceweixin.lenovo.com.cn   		114.247.140.190, 124.127.169.190
search.lenovo.com.cn          	s.lenovo.com.cn., s.lenovo.com.cn.wscdns.com., lenovostore.attack.oursec1.com.	220.242.15.24
support6.lenovo.com.cn
activity.lenovo.com.cn        	activity.lenovo.com.cn.wswebcdn.com.	157.185.145.134
cashier.lenovo.com.cn         	cashier.lenovo.com.cn.wsglb0.com., lenovostore.attack.oursec1.com.	220.242.15.24
pc.api.epg.lenovo.com.cn      		47.95.65.78
promotion.lenovo.com.cn       	promotion.lenovo.com.cn.wswebcdn.com., lenovostore.attack.oursec1.com.	220.242.15.24
tele.lenovo.com.cn            		146.196.124.29
card.lenovo.com.cn            	shop.f5.lenovo.com.cn.	124.127.169.137
gjvideo.lenovo.com.cn         	gjvideo.f5.lenovo.com.cn.	124.127.169.250
msupport.lenovo.com.cn        	msupport.f5.lenovo.com.cn.	124.127.169.206
img2.clubstatic.lenovo.com.cn 	prd-clubzltfs.chinacloudapp.cn.	139.217.10.20
order.middleware.lenovo.com.cn
cems.lenovo.com.cn
robotgj.lenovo.com.cn         		60.205.236.20
po.lenovo.com.cn              		223.202.212.29
slb-upgrade.lenovo.com.cn     	pcsdgslb1.lenovo.com.cn.	60.205.234.210
mraise.lenovo.com.cn          	mraise.lenovo.com.cn.wswebcdn.com., lenovostore.attack.oursec1.com.	220.242.15.24
nsl.lenovo.com.cn             	pcsdgslb2.lenovo.com.cn.	59.110.148.212
welfare.lenovo.com.cn         		223.202.108.21
thinkstationbp.lenovo.com.cn  		210.51.191.28
lefund.lenovo.com.cn
show.lenovo.com.cn            		47.94.120.88
openapi.lenovo.com.cn         	openapi.lenovo.com.cn.wswebcdn.com., lenovostore.attack.oursec1.com.	220.242.15.24
parts.lenovo.com.cn
store.lenovo.com.cn           		210.51.174.219
pcs2.clubstatic.lenovo.com.cn 	pcs2.clubstatic.lenovo.com.cn.wswebcdn.com.	157.185.145.162
es.lenovo.com.cn
ideaservice.lenovo.com.cn     		59.61.88.218, 119.233.254.9
api.lex.lenovo.com.cn         		60.205.236.78
webdoc.lenovo.com.cn          	idv1ctl.qiniudns.com., tinyalit1000.china.line.qiniudns.com., chinacdnweb.qiniu.com.w.kunlunno.com.	117.91.177.227, 117.91.177.228, 117.91.177.229, 117.91.177.222, 117.91.177.223, 117.91.177.224, 117.91.177.225, 117.91.177.226
esd.lenovo.com.cn             	sdi.f5.lenovo.com.cn.	124.127.169.237
jzhapp.lenovo.com.cn          		39.106.201.95
trade.lenovo.com.cn           	lvs.lenovo.com.cn.	43.255.225.247
dlx.lenovo.com.cn             		146.196.124.75
lcf5.lenovo.com.cn
lenovo.com.cn                 		104.82.231.227
wap.f5.lenovo.com.cn
chnapi.lenovo.com.cn          		39.107.212.12
pcweb.vgs.lenovo.com.cn       		47.95.178.31
think.lenovo.com.cn           	idv1ctk.qiniudns.com., chinacdnweb.qiniu.com.w.kunlunno.com.	117.91.177.226, 27.159.71.246, 61.131.39.13, 117.91.177.227, 117.91.177.228, 117.91.177.229, 218.67.61.30, 117.91.177.222, 27.159.71.248, 218.67.61.67, 218.67.61.68, 27.159.71.243, 27.159.71.244, 218.67.61.95, 27.159.71.245
sscm.lenovo.com.cn            	serviceshop.f5.lenovo.com.cn.	124.127.169.214
s.17.lenovo.com.cn            	17jf.f5.lenovo.com.cn.	106.38.19.26
rps.lenovo.com.cn             	rps.f5.lenovo.com.cn.	124.127.169.205
forumtest.lenovo.com.cn
sdibak.lenovo.com.cn
app2.lenovo.com.cn
customer360.lenovo.com.cn     	customer360.lenovo.com.cn.edgekey.net., customer360.lenovo.com.cn.edgekey.net.globalredir.akadns.net., e16590.x.akamaiedge.net.	184.86.16.126
image.lenovo.com.cn
reg.17.lenovo.com.cn          	17jf.f5.lenovo.com.cn.	106.38.19.26
www3.lenovo.com.cn            	www3.lenovo.com.cn.wswebcdn.com.	157.185.145.134
update.isee.lenovo.com.cn
newsupport.lenovo.com.cn      	msupport.f5.lenovo.com.cn.	124.127.169.206
play.lenovo.com.cn            		47.95.65.78
m.cart.lenovo.com.cn          	m.cart.lenovo.com.cn.wscdns.com.	157.185.177.129
lschat.lenovo.com.cn          	lschat1.f5.lenovo.com.cn.	124.127.169.211
shouji.lenovo.com.cn          	lvs.lenovo.com.cn.	43.255.225.247
pms.lenovo.com.cn             		124.127.169.173, 114.247.140.173
pad.lenovo.com.cn
ec1.lenovo.com.cn
tk.lenovo.com.cn              	tk.lenovo.com.cn.wswebcdn.com.	157.185.145.134
cms.csw.lenovo.com.cn         	cms.csw.lenovo.com.cn.edgekey.net., cms.csw.lenovo.com.cn.edgekey.net.globalredir.akadns.net., e13644.x.akamaiedge.net.	184.85.175.244
pcmgr.lenovo.com.cn           	pcmgr.lenovo.com.cn.qiniudns.com., lenovtiny.china.line.qiniudns.com., chinacdnweb.channel.qiniu.com.w.alikunlun.com.	222.186.149.223, 222.186.149.222
download2.lenovo.com.cn       		124.127.169.204
datacentersupport.lenovo.com.cn		104.232.254.24
laapi.csw.lenovo.com.cn       	laapi.csw.lenovo.com.cn.edgekey.net., laapi.csw.lenovo.com.cn.edgekey.net.globalredir.akadns.net., e13644.x.akamaiedge.net.	184.85.175.244
srmcn.lenovo.com.cn           	srm.gtm.lenovo.com.	103.30.232.134
wap.lenovo.com.cn
